animal_name,animal_type,primary_breed,primary_color,sex,animal_size,dob,intake_date,outcome_date,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_cond,outcome_cond,crossing
NIPSY,DOG,PIT BULL,BR BRINDLE,M,PUPPY,00:00.0,2/22/2024,2/22/2024,CONFISCATE,FIELD,RTO,FIELD,NORMAL,NORMAL,"4600 W 9TH AVE, DENVER CO 80204"
,CAT,DOMESTIC SH,BLK TABBY,M,SMALL,00:00.0,2/23/2024,2/28/2024,STRAY,DROP BOX,EUTH,,NORMAL,,"490 S ELIOT ST, DENVER CO 80219"
BUDDY,DOG,PIT BULL,BLACK,M,MED,00:00.0,2/23/2024,2/24/2024,STRAY,NIGHT OWN,EUTH,,NORMAL,,"1241 W BAYAUD AVE, DENVER CO 80223"
APALLO,DOG,PIT BULL,BR BRINDLE,M,LARGE,00:00.0,2/23/2024,2/24/2024,STRAY,NIGHT OWN,EUTH,,NORMAL,U/U HIS AG,"1241 W BAYAUD AVE, DENVER CO 80223"
MATER,CAT,DOMESTIC SH,ORG TABBY,N,SMALL,00:00.0,2/23/2024,3/2/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
MARCY,DOG,BORDER COLLIE,BLACK,S,SMALL,00:00.0,2/23/2024,2/29/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3990 KEARNEY ST, DENVER, CO 80207"
CHON,DOG,MALTESE,TAN,N,PUPPY,00:00.0,2/23/2024,2/23/2024,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,"800 S ELIOT ST, DENVER CO 80219"
CHON,DOG,MALTESE,TAN,N,PUPPY,00:00.0,3/1/2024,3/1/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
CHON,DOG,MALTESE,TAN,N,PUPPY,00:00.0,4/22/2024,4/26/2024,STRAY,OTC,TRANSFER,HSPPR,NORMAL,H-HEALTHY,"500 S ELIOT ST, DENVER CO 80219"
ROCKY,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,00:00.0,3/1/2024,3/1/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
ROCKY,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,00:00.0,2/23/2024,2/23/2024,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,"800 S ELIOT ST, DENVER CO 80219"
PRIETA,CAT,DOMESTIC SH,BRN TABBY,S,SMALL,00:00.0,2/29/2024,2/29/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
MIKEY,DOG,ENG BULLDOG,GRAY,N,MED,00:00.0,2/23/2024,3/5/2024,OWNER SUR,FIELD,EUTH,,NORMAL,U/U HIS AG,"2776 W HARVARD AVE, DENVER CO 80219"
THUMPER,OTHER,RABBIT SH,BLACK,N,SMALL,00:00.0,2/23/2024,3/11/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,"1531 STOUT ST, DENVER CO 80202"
CLEMENTINE,CAT,PERSIAN,CHOC PT,S,SMALL,00:00.0,2/23/2024,2/26/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3 S NEWTON ST, DENVER CO 80219"
TANGERINE,CAT,PERSIAN,FLAME PT,S,SMALL,00:00.0,2/23/2024,2/26/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3 S NEWTON ST, DENVER CO 80219"
ROWDY,DOG,CHIHUAHUA SH,BLACK,N,TOY,00:00.0,3/21/2024,3/21/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
,CAT,DOMESTIC SH,BLACK,S,SMALL,00:00.0,2/23/2024,3/13/2024,STRAY,OTC,TRANSFER,SNR P & C,NORMAL,U/U FER AD,"855 S NEWTON ST, DENVER CO 80219"
CHEWY,DOG,CHIHUAHUA SH,WHITE,N,SMALL,00:00.0,6/18/2024,6/18/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC S/N
STITCH,DOG,AM PIT BULL TER,WHITE,M,LARGE,00:00.0,2/23/2024,3/4/2024,STRAY TAGS,OTC,EUTH,,NORMAL,U/U AGG,"1241 W BAYAUD AVE, DENVER CO 80223"
FATTY GIRL,DOG,AMER BULLDOG,BR BRINDLE,S,LARGE,00:00.0,2/24/2024,2/24/2024,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"7505 DAHLIA STREET, COMMERCE CITY, CO 80022"
WALKER,DOG,PIT BULL,BR BRINDLE,S,PUPPY,00:00.0,2/24/2024,3/5/2024,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"5151 E COLFAX AVE, DENVER CO 80220"
WALTER,DOG,BOXER,WHITE,M,LARGE,00:00.0,2/24/2024,2/24/2024,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"1680 W 55TH AVE, DENVER, CO 80221"
RACHET,CAT,SIAMESE,LYNX PT,S,SMALL,00:00.0,2/24/2024,3/1/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"734 SHERIDAN BOULEVARD, DENVER, CO 80214"
WILLIE,DOG,BOXER,BROWN,N,MED,00:00.0,6/6/2024,6/6/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
NALA,DOG,GERM SHEPHERD,BROWN,F,LARGE,00:00.0,2/24/2024,2/24/2024,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"1090 N OSAGE ST, DENVER CO 80204"
TRAVI,DOG,ENG BULLDOG,BLUE,S,LARGE,00:00.0,2/24/2024,3/11/2024,OWNER SUR,OTC,EUTH,,NORMAL,RQ AGG,"1538 E 31ST AVE, DENVER CO 80205"
ICE,DOG,AMER BULLDOG,WHITE,N,LARGE,00:00.0,3/9/2024,3/9/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
XAVIER,DOG,AM PIT BULL TER,BLACK,N,LARGE,00:00.0,3/9/2024,3/9/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
STELLA,DOG,BOXER,BR BRINDLE,S,LARGE,00:00.0,3/9/2024,3/9/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
VERSICO,DOG,PUG,BLACK,N,SMALL,00:00.0,3/18/2024,3/18/2024,PUBLIC SN,OTC,,,NORMAL,,PUBLIC SN
RICO,DOG,FRENCH BULLDOG,BR BRINDLE,N,SMALL,00:00.0,2/25/2024,2/25/2024,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,2746 W 13TH AVE
MILLIE,DOG,AUST CATTLE DOG,BLUE MERLE,S,MED,00:00.0,2/25/2024,2/28/2024,STRAY,DROP BOX,RTO,OFFICE,NORMAL,T/M MED MO,2655 S LINCOLN ST
NICK WILDE,CAT,DOMESTIC SH,GRAY,N,MED,00:00.0,2/25/2024,3/6/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
CHIEF BOGO,CAT,DOMESTIC LH,BLACK,N,MED,00:00.0,2/25/2024,3/2/2024,STRAY,DROP BOX,ADOPTION,EMAIL,PREGNANT,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
MAX,DOG,GOLDEN RETR,GOLD,N,LARGE,00:00.0,2/25/2024,2/25/2024,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
MURPHY,DOG,GOLDEN RETR,CREAM,N,LARGE,00:00.0,2/25/2024,2/25/2024,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
PALOMA,DOG,CHOW CHOW,CREAM,S,PUPPY,00:00.0,3/13/2024,3/13/2024,PUBLIC SN,,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
RUE,DOG,CHINESE SHARPEI,TAN,N,MED,00:00.0,5/10/2024,5/20/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,UNHOUSED IN DENVER
JYNX,CAT,DOMESTIC SH,WHITE,N,SMALL,00:00.0,2/25/2024,2/28/2024,OWNER SUR,OTC,EUTH,,SICK,T/M GERAT,"3445 N ALCOTT ST, DENVER CO 80211"
CHOPPER,DOG,ENG BULLDOG,BR BRINDLE,M,LARGE,00:00.0,2/25/2024,2/25/2024,OWNER SUR,OTC,EUTH,U/U EQ,SICK,CREMATION,"1241 W BAYAUD AVE, DENVER CO 80223"
BROWNIE,DOG,AUST CATTLE DOG,TAN,S,MED,00:00.0,2/25/2024,2/26/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"1523 N QUITMAN ST, DENVER CO 80204"
SEKAGE,DOG,BELG MALINOIS,BL BRINDLE,M,LARGE,,2/25/2024,2/29/2024,STRAY,CRUELTY,DISPOSAL,DOA,DEAD,CREMATION,"14630 E 43RD AVE, DENVER CO 80239"
BAXTER,DOG,CAVALIER SPAN,RED,M,MED,00:00.0,2/25/2024,2/26/2024,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"498 S SHERMAN ST, DENVER CO 80209"
TURQ,DOG,BEAGLE,BROWN,N,SMALL,00:00.0,2/25/2024,3/7/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2770 CALIFORNIA ST, DENVER CO 80205"
,OTHER,RACCOON,BLACK,U,MED,,2/25/2024,2/25/2024,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"5400 N MEMPHIS ST, DENVER CO 80239"
LILY,DOG,LABRADOR RETR,BROWN,S,LARGE,00:00.0,2/25/2024,2/25/2024,STRAY TAGS,FIELD,RTO,,AGED,AGED,"2700 N VINE ST, DENVER CO 80205"
MUNAY,CAT,DOMESTIC SH,WHITE,F,SMALL,00:00.0,2/26/2024,2/27/2024,STRAY,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
LYLA,CAT,DOMESTIC MH,BRN TABBY,S,SMALL,00:00.0,2/26/2024,2/29/2024,STRAY,DROP BOX,RTO,OFFICE,NORMAL,INJURED,"1241 W BAYAUD AVE, DENVER CO 80223"
TOSHI,CAT,DOMESTIC MH,GRAY TABBY,M,SMALL,00:00.0,2/26/2024,3/6/2024,STRAY,NIGHT OWN,EUTH,,NORMAL,U/U AGG,"1241 W BAYAUD AVE, DENVER CO 80223"
PETAL,DOG,JACK RUSS TERR,TAN,S,SMALL,00:00.0,2/26/2024,3/2/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2395 S JULIAN ST, DENVER CO 80219"
BLOSSOM,DOG,JACK RUSS TERR,CREAM,S,PUPPY,00:00.0,2/26/2024,3/3/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2395 S JULIAN ST, DENVER CO 80219"
,DOG,AM PIT BULL TER,GRAY,F,MED,00:00.0,2/26/2024,3/6/2024,STRAY,FIELD,EUTH,,FEARFUL,U/U AGG,"200 S PECOS ST, DENVER CO 80223"
PEATY,DOG,AM PIT BULL TER,BLUE MERLE,N,MED,00:00.0,2/26/2024,3/13/2024,STRAY,FIELD,ADOPTION,EMAIL,FEARFUL,H-HEALTHY,"200 S PECOS ST, DENVER CO 80223"
BLUE,DOG,AM PIT BULL TER,BLACK,S,MED,00:00.0,3/18/2024,3/18/2024,PUBLIC SN,OTC,,,NORMAL,,PUBLIC SN
NIKKI,DOG,ENG BULLDOG,WHITE,S,SMALL,00:00.0,2/26/2024,2/26/2024,STRAY TAGS,FIELD,RTO,OFFICE,NORMAL,NORMAL,"4540 W 10TH AVE, DENVER CO 80204"
NIKKI,DOG,ENG BULLDOG,WHITE,S,SMALL,00:00.0,2/27/2024,3/3/2024,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,H-HEALTHY,"1511 W BAYAUD AVE, DENVER CO 80223"
KARMA,DOG,AM PIT BULL TER,BR BRINDLE,S,MED,00:00.0,2/26/2024,2/27/2024,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"1390 TENNYSON ST, DENVER, CO 80204"
KANE,DOG,STAFFORDSHIRE,BLUE,N,LARGE,00:00.0,2/26/2024,2/27/2024,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"1390 TENNYSON ST, DENVER, CO 80204"
BAXTER,DOG,BORDER COLLIE,BLACK,N,MED,00:00.0,2/26/2024,2/26/2024,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"9 N JOSEPHINE ST, DENVER CO 80206"
ROSIE,DOG,BICHON FRISE,WHITE,S,SMALL,00:00.0,2/26/2024,2/27/2024,CONFISCATE,FIELD,RTO,OFFICE,NORMAL,NORMAL,"1711 S MARION ST, DENVER CO 80210"
CORNELIA,OTHER,GUINEA PIG,TRICOLOR,F,SMALL,00:00.0,2/26/2024,4/2/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,101 E 88TH AVE THORNTON CO 80229
RIVER,DOG,AUST SHEPHERD,TRICOLOR,M,LARGE,00:00.0,2/26/2024,3/1/2024,STRAY,FIELD,EUTH,,NORMAL,U/U MED SV,"800 N PERRY ST, DENVER CO 80204"
CHLOE,DOG,GERM SHEPHERD,BLACK,S,MED,00:00.0,2/26/2024,3/5/2024,OWNER SUR,OTC,RTO,OFFICE,NORMAL,NORMAL,"5500 N TELLURIDE ST, DENVER CO 80239"
,CAT,DOMESTIC MH,BRN TIGER,N,SMALL,,2/26/2024,2/26/2024,STRAY,FIELD,EUTH,,SICK,SICK,"655 N HOOKER ST, DENVER CO 80204"
,OTHER,RABBIT SH,BROWN,U,MED,,2/26/2024,2/26/2024,STRAY,FIELD,EUTH,,INJURED,U/U WILDLF,"1005 N YORK ST, DENVER CO 80206"
VIGO,DOG,CHIHUAHUA SH,TAN,M,PUPPY,00:00.0,2/26/2024,3/2/2024,OWNER SUR,OTC,EUTH,,NORMAL,U/U AGG,2781 S JULIAN ST DENVER
,OTHER,SQUIRREL,TAN,U,SMALL,,2/26/2024,2/26/2024,STRAY,FIELD,EUTH,,INJURED,U/U WILDLF,"314 N FRANKLIN ST, DENVER CO 80218"
BLEH BLEH,CAT,DOMESTIC SH,BLACK,S,SMALL,00:00.0,2/26/2024,3/4/2024,STRAY,OTC,RTO,OFFICE,NORMAL,H-HEALTHY,"1485 S LIPAN ST, DENVER, CO 80219"
REINE,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,00:00.0,2/26/2024,2/27/2024,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,6TH AND PERRY
REINE,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,00:00.0,5/21/2024,5/28/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"274 S NEWTON ST, DENVER CO 80219"
,OTHER,RABBIT LH,BROWN,U,SMALL,,2/26/2024,2/26/2024,STRAY,FIELD,EUTH,,INJURED,U/U WILDLF,"4576 N WINONA CT, DENVER CO 80212"
BONNIE HOPPS,CAT,DOMESTIC SH,BLACK,S,KITTN,00:00.0,2/26/2024,3/2/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
MRS. OTTERTON,CAT,DOMESTIC SH,BLACK,S,KITTN,00:00.0,2/26/2024,3/2/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
GAZELLE,CAT,DOMESTIC SH,BLACK,S,KITTN,00:00.0,2/26/2024,3/2/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
OFFICER CLAWHAUSER,CAT,DOMESTIC SH,BLACK,N,KITTN,00:00.0,2/26/2024,3/3/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
MAYOR LIONHEART,CAT,DOMESTIC SH,BLACK,N,KITTN,00:00.0,2/26/2024,3/4/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
,DOG,PIT BULL,BR BRINDLE,F,MED,,2/26/2024,3/7/2024,CONFISCATE,ADMIN HOLD,DISPOSAL,,DEAD,,"4928 N UPTON CT, DENVER CO 80239"
CHEWIE,DOG,GERM SHEPHERD,BLACK,S,MED,00:00.0,2/27/2024,3/16/2024,STRAY,NIGHT OWN,TRANSFER,OLD DOGS,SICK,T/M GERAT,"1241 W BAYAUD AVE, DENVER CO 80223"
LOGAN,DOG,BOXER,BROWN,N,MED,00:00.0,3/1/2024,3/2/2024,STRAY,FIELD,EUTH,,INJURED,CREMATION,"2700 N OSCEOLA ST, DENVER CO 80211"
CHEWY,CAT,DOMESTIC SH,ORANGE,N,LARGE,00:00.0,2/27/2024,3/26/2024,SAFE,S-HOUSELES,RTO,OFFICE,NORMAL,NORMAL,"200 N RAMPART WAY, DENVER CO 80230"
KILLUA,CAT,DOMESTIC MH,GRAY TABBY,N,LARGE,00:00.0,2/27/2024,3/26/2024,SAFE,S-HOUSELES,RTO,OFFICE,NORMAL,NORMAL,"200 N RAMPART WAY, DENVER CO 80230"
AKAME,CAT,DOMESTIC SH,BLACK,S,LARGE,00:00.0,2/27/2024,3/26/2024,SAFE,S-HOUSELES,RTO,OFFICE,NORMAL,NORMAL,"200 N RAMPART WAY, DENVER CO 80230"
RUBY,DOG,CAVALIER SPAN,WHITE,S,SMALL,00:00.0,2/27/2024,3/7/2024,STRAY,OTC,TRANSFER,PAWS & CO,NORMAL,T/M FEARFU,"2095 S FEDERAL BLVD, DENVER CO 80219"
NOVA,DOG,SIBERIAN HUSKY,BLACK,S,MED,00:00.0,2/27/2024,3/26/2024,SAFE,S-HOSPITAL,RTO,EMAIL,NORMAL,H-HEALTHY,1440 PINE ST BOULDER
JADA,DOG,AM PIT BULL TER,GRAY,S,MED,00:00.0,2/27/2024,3/5/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"201 S CHEROKEE ST DENVER,CO 80223"
FLAPJACK,DOG,PUG,TAN,S,SMALL,00:00.0,2/27/2024,3/2/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1700 N BRYANT ST, DENVER CO 80211"
,OTHER,SQUIRREL,BROWN,F,LARGE,,2/27/2024,2/27/2024,STRAY,FIELD,DISPOSAL,DOA,DEAD,DEAD,"169 S FRANKLIN ST, DENVER CO 80209"
MACY,DOG,SCHNAUZER MIN,GRAY,S,SMALL,00:00.0,2/27/2024,2/28/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"2303 N YOSEMITE ST, DENVER CO 80238"
KARMA,OTHER,GUINEA PIG,TAN,F,SMALL,00:00.0,2/26/2024,4/2/2024,BORN SHELT,OTC,ADOPTION,EMAIL,NORMAL,T/R TO YNG,"1241 W BAYAUD AVE, DENVER CO 80223"
APOLLO,DOG,AM PIT BULL TER,BR BRINDLE,N,LARGE,00:00.0,2/28/2024,2/28/2024,STRAY TAGS,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"711 S GAYLORD ST, DENVER CO 80209"
LYDIA,DOG,MALTESE,WHITE,S,TOY,00:00.0,2/28/2024,3/4/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"270 S WEIR DR, DENVER CO 80219"
SORA,DOG,SHIBA INU,RED,S,SMALL,00:00.0,2/28/2024,3/10/2024,OWNER SUR,OTC,TRANSFER,CO ACF,NORMAL,H-HEALTHY,"4400 S SYRACUSE ST, DENVER CO 80237"
,DOG,AM PIT BULL TER,GRAY,M,LARGE,,2/28/2024,3/4/2024,STRAY,OTC,EUTH,,NORMAL,U/U AGG,"2603 W CAITHNESS PL, DENVER CO 80211"
FENTY,OTHER,GUINEA PIG,TAN,F,TOY,00:00.0,2/28/2024,3/5/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,"18025 E 61ST AVE, DENVER CO 80249"
RHI RHI,OTHER,GUINEA PIG,TRICOLOR,F,TOY,00:00.0,2/28/2024,3/5/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,"18025 E 61ST AVE, DENVER CO 80249"
KONG,DOG,AM PIT BULL TER,BLACK,N,LARGE,00:00.0,2/28/2024,3/2/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"76 N HAZEL CT, DENVER CO 80219"
WIFI,CAT,DOMESTIC SH,BLACK,N,MED,00:00.0,2/28/2024,3/7/2024,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3520 N HARRISON ST DENVER,CO80205"
FLOR,CAT,DOMESTIC SH,BLACK,S,SMALL,00:00.0,2/28/2024,3/7/2024,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3520 N HARRISON ST DENVER,CO80205"
CHEETO,CAT,DOMESTIC SH,BROWN,S,SMALL,00:00.0,2/28/2024,3/7/2024,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3520 N HARRISON ST DENVER,CO80205"
MANUEL,CAT,DOMESTIC SH,BLACK,N,SMALL,00:00.0,2/29/2024,2/29/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
MOZART,DOG,POMERANIAN,WHITE,M,SMALL,00:00.0,2/28/2024,2/28/2024,OWNER SUR,OTC,EUTH,U/U EQ,AGED,,"1354 GARRETT LN AUBURN, AL 36830"
BELINA,DOG,AMER BULLDOG,BROWN,S,LARGE,00:00.0,3/1/2024,3/1/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
ABBY II,DOG,POODLE MIN,WHITE,S,SMALL,00:00.0,2/28/2024,3/6/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"3090 W ALAMEDA AVE, DENVER CO 80219"
ABBY II,DOG,POODLE MIN,WHITE,S,SMALL,00:00.0,3/17/2024,3/19/2024,ADOPT RET,OTC,ADOPTION,EMAIL,NORMAL,U/U HIS AG,"4770 N WILLOW ST, DENVER CO 80238"
JAY,DOG,RHOD RIDGEBACK,BROWN,N,PUPPY,00:00.0,2/28/2024,3/4/2024,STRAY,FIELD,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"4660 N VINE ST, DENVER CO 80216"
PAWS,DOG,PAPILLON,BLACK,M,SMALL,00:00.0,2/28/2024,2/28/2024,OWNER SUR,OTC,EUTH,U/U EQ,INJURED,,1330 YUKON ST LAKEWOOD CO 80214
,OTHER,RACCOON,GRAY,U,SMALL,,2/28/2024,2/28/2024,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"2475 N OAK ST, DENVER CO 80212"
NINA,DOG,SIBERIAN HUSKY,BROWN,F,MED,00:00.0,2/28/2024,3/1/2024,STRAY,FIELD,RTO,OFFICE,NORMAL,U/U AGG,"1326 N LIPAN ST, DENVER CO 80204"
NINA,DOG,SIBERIAN HUSKY,BROWN,F,MED,00:00.0,4/1/2024,4/3/2024,CONFISCATE,FIELD,RTO,OFFICE,NORMAL,U/U HIS AG,"800 N NAVAJO ST, DENVER CO 80204"
CASHE,DOG,LABRADOR RETR,GRAY,F,MED,,2/28/2024,2/28/2024,STRAY,FIELD,RTO,FIELD,INJURED,NORMAL,"4405 N CHAMBERS RD, DENVER CO 80239"
,CAT,DOMESTIC LH,TORTIE,F,SMALL,00:00.0,2/29/2024,3/3/2024,STRAY,DROP BOX,DISPOSAL,DOA,DEAD,DEAD,"5190 W BINGHAM PL, DENVER CO 80219"
,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,00:00.0,2/29/2024,3/7/2024,STRAY,OTC,EUTH,,NORMAL,U/U MED SV,"1241 W BAYAUD AVE, DENVER CO 80223"
TALLULAH,DOG,AUST CATTLE DOG,WHITE,F,MED,00:00.0,2/29/2024,2/29/2024,STRAY TAGS,NIGHT OWN,EUTH,,SICK,U/U MED ER,"1241 W BAYAUD AVE, DENVER CO 80223"
LARRY,DOG,LABRADOR RETR,APRICOT,M,MED,00:00.0,2/29/2024,3/13/2024,STRAY,OTC,EUTH,,NORMAL,U/U HGH AR,1385 CARR ST
NALA,DOG,BOXER,APRICOT,F,SMALL,00:00.0,2/29/2024,3/1/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"6990 E EVANS AVE, DENVER CO 80210"
PENELOPE,DOG,CAIRN TERRIER,TAN,S,SMALL,00:00.0,2/29/2024,3/24/2024,SAFE,S-DV,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"1241 W BAYAUD AVE, DENVER CO 80223"
MILA,CAT,DOMESTIC SH,BRN TABBY,S,SMALL,00:00.0,2/29/2024,3/5/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3663 S SHERIDAN BLVD, DENVER CO 80235"
OPHELIA,CAT,DOMESTIC SH,CALICO,S,SMALL,00:00.0,2/29/2024,3/6/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3663 S SHERIDAN BLVD, DENVER CO 80235"
AUGGIE,DOG,POMERANIAN,WHITE,N,SMALL,00:00.0,2/29/2024,3/7/2024,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"6875 E ILIFF AVE, DENVER CO 80224"
MS WINNIE,DOG,DACHSHUND,BLACK,S,SMALL,00:00.0,3/9/2024,3/9/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
PEACHES,DOG,SHIH TZU,WHITE,N,SMALL,00:00.0,3/9/2024,3/9/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
KALANI,CAT,DOMESTIC MH,BLUE,S,SMALL,00:00.0,2/29/2024,3/5/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"6025 N CEYLON ST, DENVER, CO 80249"
,OTHER,SQUIRREL,BROWN,F,PUPPY,,2/29/2024,2/29/2024,STRAY,FIELD,TRANSFER,WILDLIFE,NURSING,UNWEANED,"1200 7TH ST, DENVER CO 80204"
MARVIN,CAT,DOMESTIC MH,BLACK,M,SMALL,00:00.0,2/29/2024,2/29/2024,STRAY,OTC,RTO,OFFICE,NORMAL,AGED,"4039 W 44TH AVE, DENVER CO 80212"
GUST,DOG,AKITA,BLACK,M,LARGE,00:00.0,2/29/2024,3/8/2024,STRAY,OTC,EUTH,,NORMAL,U/U AGG,"274 S SHERIDAN BLVD, DENVER, CO 80226"
ARNIE,OTHER,LIZARD,YELLOW,M,SMALL,00:00.0,2/29/2024,3/19/2024,SAFE,S-DV,TRANSFER,BEASTIES,NORMAL,T/M EXOTIC,"601 S IRVING ST, DENVER CO 80219"
ANNA,OTHER,LIZARD,YELLOW,F,SMALL,00:00.0,2/29/2024,3/19/2024,SAFE,S-DV,TRANSFER,BEASTIES,NORMAL,T/M EXOTIC,"601 S IRVING ST, DENVER CO 80219"
MOLLY,DOG,BERNESE MTN DOG,TRICOLOR,S,LARGE,00:00.0,2/29/2024,3/22/2024,STRAY,FIELD,DISPOSAL,,DEAD,DEAD,"1900 S UNIVERSITY BLVD, DENVER CO 80210"
